Sat Apr 25 13:19:01 PDT 2015 --  بين يوم و ليلة فية ناس بتيجيّ... و ناس تغيبيب و الي انهردا حبيبي بكرة الاقية غريب
Wed Feb 25 16:32:08 PST 2015 --  اللَّهُمَّ استر عورتي وآمن روعتي واحفظني من بين يدي ومن خلفي وعن يميني وعن شمالي http://du3a.org 
Wed Feb 25 14:31:32 PST 2015 --  اللهم إني أعوذ بك من الهم والحزن والعجز والكسل والجبن والبخل وأعوذ بك من غلبة الدين وقهر الرجال http://du3a.org 
Wed Feb 25 13:38:41 PST 2015 --  اللهم إني أعوذ بك من عذاب جهنم وأعوذ بك من عذاب القبر وأعوذ بك من فتنة الدجال وأعوذ بك من فتنة المحيا والممات http://du3a.org 
Wed Feb 25 12:38:17 PST 2015 --  اللَّهُمَّ إنا نسألك عزائم مغفرتك ومنجيات أمرك والسلامة من كل إثم والغنيمة من كل بر والفوز بالجنة والنجاة من النار http://du3a.org 
Wed Feb 25 11:30:46 PST 2015 --  اللَّهُمَّ إني أسألك بنور وجهك الذي أشرقت له السموات والأرض أن تجعلني في حرزك وحفظك وجوارك وتحت كنفك http://du3a.org 
Wed Feb 25 09:30:43 PST 2015 --  اللَّهُمَّ اعطني إيمانا صادقا ويقينا ليس بعده كفر ورحمة أنال بها شرف كرامتك في الدنيا والآخرة http://du3a.org 
Wed Feb 25 07:27:25 PST 2015 --  اللَّهُمَّ اغفر لي ما قدمت وما أخرت وما أسررت وما أعلنت http://du3a.org 
Wed Feb 25 06:30:38 PST 2015 --  اللَّهُمَّ ارزقني من طاعتك ما تحول بيني وبين معصيتك وارزقني من خشيتك ما تبلغني به رحمتك http://du3a.org 
Wed Feb 25 05:30:51 PST 2015 --  اللهم اقذف في قلبي رجاءك واقطع رجائي عمن سواك حتى لا أرجو أحداً غيرك http://du3a.org 
Wed Feb 25 02:30:45 PST 2015 --  اللَّهُمَّ طهر قلبي من النفاق ، وعملي من الرياء ، ولساني من الكذب ، وعيني من الخيانة http://du3a.org 
Wed Feb 25 01:26:01 PST 2015 --  اللهم إني أعوذ بك من زوال نعمتك ، وتحول عافيتك ، وفجاءة نقمتك ، وجميع سخطك http://du3a.org 
Wed Feb 25 00:32:32 PST 2015 --  اللَّهُمَّ لا تكلني إلى نفسي طرفة عين ، ولا تنزع مني صالح ما أعطيتني http://du3a.org 
Tue Feb 24 23:35:03 PST 2015 --  اللهم إني أعوذ بك من زوال نعمتك ، وتحول عافيتك ، وفجاءة نقمتك ، وجميع سخطك http://du3a.org 
Tue Feb 24 21:32:26 PST 2015 --  اللَّهُمَّ اقْسِمْ لَنَا مِنْ خَشْيَتِكَ مَا يَحُولُ بَيْنَنَا وَبَيْنَ مَعَاصِيك http://du3a.org 
Tue Feb 24 20:31:21 PST 2015 --  اللَّهُمَّ بارك لنا في أسماعنا وأبصارنا وقلوبنا وأرواحنا وذرياتنا وتب علينا إنك أنت التواب الرحيم http://du3a.org 
Tue Feb 24 19:31:01 PST 2015 --  اللَّهُمَّ افتح مسامع قلبي لذكرك وارزقني طاعتك وطاعة رسولك وعملا بكتابك http://du3a.org 
Tue Feb 24 18:32:05 PST 2015 --  اللَّهُمَّ إني أعوذ بك من قلب لا يخشع ودعاء لا يسمع ومن نفس لا تشبع ومن علم لا ينفع أعوذ بك من هؤلاء الأربع http://du3a.org 
Tue Feb 24 17:44:59 PST 2015 --  اللَّهُمَّ اغفر لي ما قدمت وما أخرت وما أسررت وما أعلنت http://du3a.org 
Tue Feb 24 16:58:48 PST 2015 --  اللَّهُمَّ اعطني إيمانا صادقا ويقينا ليس بعده كفر ورحمة أنال بها شرف كرامتك في الدنيا والآخرة http://du3a.org 
Tue Feb 24 14:59:15 PST 2015 --  اللَّهُمَّ لا تكلني إلى نفسي طرفة عين ، ولا تنزع مني صالح ما أعطيتني http://du3a.org 
Tue Feb 24 13:41:50 PST 2015 --  اللهم إني أعوذ بك من علم لا ينفع ومن قلب لا يخشع ومن نفس لا تشبع ومن دعوة لا يستجاب لها http://du3a.org 
Tue Feb 24 12:30:27 PST 2015 --  اللَّهُمَّ عافني في بدني ، اللَّهُمَّ عافني في سمعي ، اللَّهُمَّ عافني في بصري http://du3a.org 
Tue Feb 24 11:29:20 PST 2015 --  اللَّهُمَّ اغفر لي خطأي وعمدي وهزلي وجدي ولا تحرمني بركة ما أعطيتني ولا تفتني فيما حرمتني http://du3a.org 
Tue Feb 24 10:28:35 PST 2015 --  اللهم إني أعوذ بك من الهم والحزن والعجز والكسل والجبن والبخل وأعوذ بك من غلبة الدين وقهر الرجال http://du3a.org 
Tue Feb 24 09:28:00 PST 2015 --  اللهم لا تجعل الدنيا اكبر همنا ولا مبلغ علمنا ولا إلى النار مصيرنا وأجعل الجنة هي دارنا وقرارنا http://du3a.org 
Tue Feb 24 06:29:59 PST 2015 --  اللَّهُمَّ احفظني بالإسلام قاعدا واحفظني بالإسلام قائما واحفظني بالإسلام راقدا ولا تشمت بي عدواً أو حاسدا http://du3a.org 
Tue Feb 24 05:30:05 PST 2015 --  اللهم إني أسألك الجنة وما يقرب إليها من قول وعمل http://du3a.org 
Tue Feb 24 04:30:08 PST 2015 --  اللَّهُمَّ اعطني إيمانا صادقا ويقينا ليس بعده كفر ورحمة أنال بها شرف كرامتك في الدنيا والآخرة http://du3a.org 
Mon Feb 16 07:00:53 PST 2015 --  Think positively! pic.twitter.com/hgxnP76bsE
Tue Feb 24 01:27:22 PST 2015 --  اللهم إني أعوذ بك من النار وما قرب إليها من قول وعمل http://du3a.org 
Tue Feb 24 00:27:36 PST 2015 --  اللَّهُمَّ عافني في قُدرتك ، وأدخلني في رحمتك ، واقض أجلي في طاعتك ، واختم لي بخير عمل ، واجعل ثوابه الجنة http://du3a.org 
Mon Feb 23 23:25:44 PST 2015 --  اللهم اقذف في قلبي رجاءك واقطع رجائي عمن سواك حتى لا أرجو أحداً غيرك http://du3a.org 
Mon Feb 23 22:25:14 PST 2015 --  اللَّهُمَّ لا تكلني إلى نفسي طرفة عين ، ولا تنزع مني صالح ما أعطيتني http://du3a.org 
Mon Feb 23 21:25:21 PST 2015 --  اللَّهُمَّ إنا نعوذ بك من أن نشرك بك شيئا نعلمه ونستغفرك لما لا نعلم http://du3a.org 
Mon Feb 23 20:27:11 PST 2015 --  اللهم إني أعوذ بك من عذاب جهنم وأعوذ بك من عذاب القبر وأعوذ بك من فتنة الدجال وأعوذ بك من فتنة المحيا والممات http://du3a.org 
Mon Feb 23 19:27:06 PST 2015 --  اللَّهُمَّ إني أسألك بنور وجهك الذي أشرقت له السموات والأرض أن تجعلني في حرزك وحفظك وجوارك وتحت كنفك http://du3a.org 
